Doctor_ID,Doctor_Name,Hospital,Region
DR-950335,Justin Hunter,Hawkins-Perez,us-west
DR-146708,Beth Scott,Benton Ltd,us-west
DR-795427,Greg Barnes,Keith and Sons,us-central
DR-615208,Matthew Kelley,Whitney-Mason,us-central
DR-965616,Robert Ho,"Patterson, Levy and Johnson",us-west
DR-340432,Robin Strong,"King, Dixon and Brooks",us-central
DR-451791,Jessica Wright,Roberts-Buck,us-central
DR-387953,Allison Lambert,Green-Powell,us-central
DR-205612,Paul Cabrera,"Figueroa, Padilla and Saunders",us-west
DR-874021,Stephanie Payne,Bird-Hampton,us-west
DR-160306,Anna Bass,Vasquez-Bradley,us-west
DR-348148,Barry Grant,"Davis, Miles and Hicks",us-central
DR-348744,Samuel Miller,"Bradley, Owens and Frank",us-central
DR-883282,David Sandoval,Love-Garrett,us-west
DR-726822,Jared Glenn,"Hunt, Oconnell and Rubio",us-west
DR-696577,Vanessa Rogers,Peterson-Thompson,us-central
DR-823106,Haley Barber,"Farley, Nelson and Jackson",us-west
DR-403579,Kenneth Norris,Spencer-Jones,us-west
DR-817256,Eric Collins,"Miller, James and Reed",us-central
DR-370763,Jonathan Long,"Parker, Knight and Espinoza",us-west
DR-483316,Nathaniel Johnson,Martin-Daniels,us-central
DR-615482,Timothy Bryant,"Hansen, Mcmillan and Burke",us-central
DR-506858,Valerie Fernandez,Robinson LLC,us-west
DR-158875,Stephanie Stewart,Hayden Ltd,us-central
DR-388901,Jessica Cole,Miller Inc,us-central
DR-480841,Bianca Nguyen,Sosa Ltd,us-west
DR-138036,Sandra Johnson,Johnson Inc,us-central
DR-308902,Timothy Jackson,Boyd-Valenzuela,us-central
DR-201808,Jerry Buchanan,Kline-Johnson,us-central
DR-716320,Jennifer Garcia DDS,Clark Group,us-central
DR-129274,Denise Scott,Brown-Swanson,us-west
DR-739704,Stephen Brown,Hammond-Black,us-west
DR-348339,David Weaver,Murphy-Arnold,us-west
DR-414157,Jeffrey May,Jackson Group,us-west
DR-420491,Benjamin Burke,Brown-Perez,us-west
DR-532705,Julie Skinner,"Gray, James and Bailey",us-west
DR-721677,Tiffany Bryan,Stephens-Johnson,us-west
DR-824390,Paul Jackson,Rivers-Cole,us-west
DR-398325,Joshua Castro,Bennett-Foster,us-central
DR-837386,Elizabeth Thomas,"Warren, Green and Hicks",us-west
DR-277567,David Mitchell,Ford Group,us-central
DR-453040,John Lawson,Clark-Thomas,us-central
DR-196180,Chad Williams,Berry Inc,us-west
DR-633918,Katelyn Rios,Harvey LLC,us-central
DR-946391,Daniel Warner,"Wise, Flores and Zimmerman",us-central
DR-541757,Leonard Owens,"Carter, Kaufman and Perez",us-west
DR-337702,Scott Stout,"Williams, Yates and Thomas",us-central
DR-214445,Mr. Chad King,Perez-Mills,us-west
DR-989317,Donald Harvey,Jimenez-Carter,us-west
DR-608590,Timothy Little,"Edwards, Cooper and Zuniga",us-west
DR-911824,Amanda Martin,"Greene, Reyes and Vance",us-west
DR-651801,Sarah Parker,Richardson PLC,us-west
DR-687266,Russell Brooks,Gonzales Inc,us-central
DR-862519,Mr. Charles Barrett,"Sanchez, King and Dalton",us-central
DR-791928,Larry Barnes,"Baker, Hicks and Berry",us-central
DR-965669,Sarah Johnson,Freeman Group,us-central
DR-996445,Jennifer Thompson,Gregory PLC,us-central
DR-667081,Ashley Wang,Michael Ltd,us-west
DR-845438,Brianna Johnson,"Evans, Davis and Webb",us-central
DR-276922,Christopher Perry,Mcgee Inc,us-west
DR-393965,Christopher Wright,Knight Ltd,us-central
DR-402310,Cory Cox,Brown-Valdez,us-central
DR-703874,Caitlin Lambert,Miller-Mcbride,us-west
DR-380741,Thomas Paul,Gonzales Ltd,us-west
DR-535755,Tony Thompson,Jackson-Bush,us-west
DR-881577,Sara Spencer,Wiley Ltd,us-central
DR-106389,Marcus Kelly,Hurst-Ramirez,us-west
DR-194257,Michael Smith,Luna-Smith,us-west
DR-294857,Katrina Carter,Booth-Compton,us-central
DR-146799,Thomas Cherry,"Mcclure, Davis and Hernandez",us-west
DR-679268,John Thornton,"Wang, Welch and Archer",us-west
DR-762417,Karen Bryant,"Christian, Long and Huerta",us-central
DR-795047,Jacqueline Sims,"Villa, Pena and Castro",us-west
DR-834136,Dr. Cindy Fox DDS,Saunders and Sons,us-central
DR-646559,Jose Tate,Manning PLC,us-west
DR-266522,Anne Roman,Peck-Johnson,us-west
DR-487009,Tammie Fowler,Ferrell Group,us-central
DR-310978,Matthew Floyd,Hanson-Rivera,us-west
DR-542459,Christopher Rose,"Larson, Dixon and Molina",us-west
DR-937561,Melissa Mccarthy,Perez-Hall,us-central
DR-899211,Francisco Nguyen,"Daniels, Sherman and Lopez",us-west
DR-854905,Cynthia Gonzalez,Serrano PLC,us-west
DR-418962,Renee Meyer,Shaw-Lewis,us-central
DR-143885,Mrs. Kelly Castro,"Miller, Lewis and Boyle",us-west
DR-195857,Melissa Molina,"Jackson, Mullins and Olsen",us-west
DR-136837,Patrick Haynes,"Freeman, Bowers and Vasquez",us-central
DR-954543,Elizabeth Alvarez,"Martinez, Manning and Kennedy",us-west
DR-365722,Kyle Herring,"Allen, Roberts and Ellison",us-west
DR-872317,Kimberly Rodriguez,Cochran-Martinez,us-west
DR-993913,Courtney Montgomery,Jenkins-Barnes,us-west
DR-708551,Shane Perez,Young Group,us-west
DR-410003,Theresa Soto,"Miller, Johnson and Berry",us-central
DR-232645,Sean Sanchez,"Steele, Bell and Chang",us-central
DR-215935,David Braun,"Jackson, Friedman and Vazquez",us-west
DR-566369,Kelly Andrews,"Mcdowell, Diaz and Brown",us-central
DR-289532,Rita Wong,"Gonzalez, Hughes and Anthony",us-central
DR-622746,Kayla Woods,Nunez-Gray,us-central
DR-532070,Chelsea Valencia,Hodges Inc,us-central
DR-259416,Christopher Bell,"Perez, Rivera and Perry",us-central
DR-880846,Tyler Bailey,Gutierrez-Webster,us-central
DR-516309,Karen Massey,"Kennedy, Townsend and Bradley",us-west
DR-664884,David Smith,Rivera-Taylor,us-west
DR-934122,Karen Smith,Hale LLC,us-central
DR-774130,Jenna Hoffman,Thompson Inc,us-west
DR-365339,Jose Townsend,Vazquez Inc,us-central
DR-866915,Terry Lawson,"Bennett, Chapman and Davis",us-west
DR-841973,Oscar Gonzalez,Quinn-Martin,us-central
DR-860399,Kevin Pierce,Byrd-Moore,us-west
DR-394210,Ashley Gonzalez,White LLC,us-west
DR-448855,Gregory Lopez,"Shields, Hudson and Gonzalez",us-central
DR-662218,Angela Larson,"Sullivan, Mckenzie and Delgado",us-central
DR-304292,Henry Brown,Fisher LLC,us-west
DR-458073,Christina Bennett,Jones Ltd,us-central
DR-158365,Sherry Nguyen,Weaver-Cole,us-west
DR-848345,Carlos Tanner,Lyons-Rivera,us-west
DR-233866,Lucas Arroyo,"Conrad, May and Wilcox",us-west
DR-708771,Janice Noble,Thompson Group,us-central
DR-913405,Jenny Nichols,"Garcia, Hickman and Williams",us-central
DR-434263,Kenneth Griffith,"Parker, Anderson and Ortiz",us-west
DR-343085,Sarah Watson,Roberts and Sons,us-west
DR-313364,Kyle Holt,Wilson-Powers,us-west
DR-320847,Matthew Harrington,Meadows-Martin,us-west
DR-262471,Maureen Parker,Mack-Cherry,us-west
DR-254306,Maria Fisher,Campbell and Sons,us-central
DR-339939,Sherri Wilson,Austin Inc,us-west
DR-384616,Annette Richard,"Ellis, Williams and Watson",us-central
DR-221300,Danny Walton,Vincent Inc,us-west
DR-774864,Melissa Smith,"Collins, Smith and Russell",us-central
DR-463959,Rodney Cook DVM,Little-Lucas,us-west
DR-368601,Dennis Kelly,Vaughan and Sons,us-central
DR-786733,Becky Gomez,Anderson-Bender,us-west
DR-789920,Randy White,"Avila, Arnold and Bishop",us-central
DR-969017,Sara Graves,Gomez Ltd,us-west
DR-909415,Rachel Madden,"Downs, Wilson and Simmons",us-central
DR-776277,Jacqueline Anderson,Hughes Inc,us-west
DR-237421,Danny Edwards,"Robinson, Hill and Willis",us-west
DR-524256,Richard Lewis,Walker-Richardson,us-west
DR-500130,Andrew Peck,Morgan-Drake,us-central
DR-528354,Dale Garcia,Chambers LLC,us-west
DR-678971,Devin Cruz,Gomez-Thompson,us-west
DR-619630,Amanda Cooper,Fowler-Thomas,us-west
DR-773054,Anita Ortega,"West, Hardin and Burke",us-west
DR-157059,Rebecca Holmes,"Bernard, Gibson and Flores",us-west
DR-984583,Todd Mccarthy,"Thomas, Meadows and Miller",us-central
DR-661635,Kimberly Coleman,Petersen-Griffin,us-central
DR-618225,Amy Jackson,Harper-Manning,us-west
DR-472015,Michael Wright,Fields-Miles,us-west
DR-187050,John Olsen,Miranda Inc,us-west
DR-318104,James Hickman,"Hicks, Harrison and Hickman",us-central
DR-596916,Rhonda Alexander,Rice PLC,us-central
DR-384717,Michael Strickland,Murphy-Phillips,us-west
DR-402312,Samuel Conley,Rose Inc,us-west
DR-598677,Nicole Evans,"Johnson, Hansen and Harris",us-west
DR-547992,Kaitlyn Carr,Stewart-Booker,us-west
DR-175546,Pamela Barnett,Patel Inc,us-west
DR-214563,Tyler Craig,"Munoz, Kemp and Caldwell",us-central
DR-354213,Joseph Rollins,Stanley-Smith,us-central
DR-809983,Jodi Williams,"Barton, Lambert and Donovan",us-west
DR-780477,Timothy Barnett,Anderson Inc,us-central
DR-546712,Laura Morris,"Martin, Lewis and Higgins",us-central
DR-218803,Jeremy King,"Williams, Barnes and Martinez",us-west
DR-101984,Heather Kerr,Brown and Sons,us-west
DR-217343,Elizabeth Mendoza,Alexander LLC,us-west
DR-809968,Jacqueline Morrison,Garcia-Cole,us-west
DR-885272,Jane Mcdaniel MD,"Brennan, Taylor and Hudson",us-central
DR-206001,Daniel Zavala,Nelson Group,us-central
DR-710528,Barbara Anderson,"Ross, Ramirez and Burnett",us-west
DR-888397,Anita Webster,West PLC,us-central
DR-679155,Marie Carter,Kane-Kennedy,us-central
DR-976629,Kenneth Huff,"Jacobs, Smith and Robinson",us-central
DR-359394,Joe Pennington,Pope Inc,us-west
DR-718358,Matthew Medina,"Bradley, Moore and Taylor",us-west
DR-397497,Isaac Martin,Rogers PLC,us-central
DR-408045,Leonard Barrera,Turner-White,us-central
DR-248396,Lori Jordan,Fields-Perez,us-west
DR-717474,Howard Hernandez,Sanchez Group,us-west
DR-671936,Brandi Marshall,Barber-Chambers,us-west
DR-809526,Mike Freeman,Williams PLC,us-central
DR-260391,Rebecca Harris,Brooks PLC,us-west
DR-777786,David Rosales,"Baker, Mitchell and Vaughn",us-central
DR-335280,Wendy Gonzalez,"Wright, Harris and Banks",us-central
DR-655269,Sarah Brown,Vaughn-Morris,us-central
DR-923710,Brad Myers,Black-Maldonado,us-central
DR-883119,William Robertson,Stewart-Miller,us-central
DR-280375,Katherine Allen,Scott LLC,us-west
DR-788415,April Adams,Anderson-French,us-west
DR-868346,Jenna Pham,Ward Ltd,us-west
DR-338182,Cory Sparks Jr.,Tate LLC,us-central
DR-667187,Michael Sawyer,Webb-Hanson,us-west
DR-147368,John Mckenzie,"Matthews, Moore and Carlson",us-central
DR-915996,Miss Elizabeth Mayer MD,"Kramer, Smith and Adkins",us-central
DR-546034,Dawn Martin,Coleman Ltd,us-west
DR-567170,Christopher Hernandez,"Lamb, Nielsen and King",us-west
DR-564900,Crystal Schwartz,"Martinez, Ball and Cervantes",us-west
DR-559860,Sherry Brown,Dixon-Robinson,us-west
DR-495236,Duane Kane,"Waller, Moore and Brown",us-central
DR-987911,Patricia Ross,Smith LLC,us-central
DR-149878,Mark Lewis,Ayala and Sons,us-west
DR-114661,Matthew Hanson,Williams-Hernandez,us-central
DR-584109,Christian Vaughn,"Hoover, Clark and Robinson",us-central
DR-693366,Tim Mcgee,Lewis-Russell,us-west
DR-722126,Stephanie Mcneil,Brown Ltd,us-west
DR-630980,Anna Anderson,"Marsh, Gonzalez and Davis",us-west
DR-791074,William Kaufman,"Barton, Ortega and Powell",us-west
DR-336492,Patrick Reynolds,Burns LLC,us-west
DR-161816,Sylvia Davis,"Torres, Hall and Jackson",us-central
DR-472517,Julie Mercer,Mullen PLC,us-west
DR-160486,Matthew Mckinney,Nelson LLC,us-central
DR-599212,Caroline Smith,Matthews PLC,us-central
DR-851358,Timothy Holmes,"Fuller, Bates and Valdez",us-west
DR-655612,Charlene Wilkinson,Meadows Inc,us-west
DR-389028,Elizabeth Jones,Campos-Chen,us-central
DR-261293,Colton Jenkins,"Mcguire, Ibarra and Sanders",us-central
DR-672514,Brittany Arnold,"Schultz, Mcclain and Williams",us-central
DR-342582,Terry Mora,Blackwell Inc,us-central
DR-601009,Mark Nguyen,"Wagner, Flores and Mclean",us-west
DR-881519,Samantha Shields,Cox-Simon,us-west
DR-113241,Jamie Singh,"Weeks, Stewart and Rivers",us-west
DR-304415,Kevin Poole,Brown LLC,us-central
DR-194052,Jesus Hernandez,Castro Inc,us-central
DR-696327,Katherine Campbell,Roberts Group,us-central
DR-578679,Jared Ruiz,"Torres, Flores and Rivers",us-west
DR-804697,Caitlin Bennett,Black Ltd,us-west
DR-370542,Paul Carrillo,"Mueller, Dean and Brown",us-central
DR-289342,James Nelson,"Williams, Bennett and Ortiz",us-west
DR-442843,Kathleen Bridges,"Fisher, Russell and Mooney",us-west
DR-806184,Gabrielle Bailey,"White, Bishop and Bradley",us-central
DR-796770,Christopher Knight,"Clark, Sweeney and Young",us-west
DR-401779,Ronnie Thomas,Brown-Arnold,us-west
DR-139214,Scott Sanchez,Torres Inc,us-west
DR-920667,Kristina Fitzpatrick,"Bean, Hogan and Brown",us-central
DR-918949,Seth Pittman,James-Trujillo,us-central
DR-241567,David Lopez,Diaz-Lee,us-central
DR-769242,Jesse Daniels,Rivera-Stewart,us-central
DR-823578,Gerald Morales,Mendoza-George,us-central
DR-284384,Miguel Powell,Hernandez Group,us-west
DR-969074,Daniel Reilly,Collins LLC,us-west
DR-448108,Jocelyn Aguilar,Edwards LLC,us-west
DR-752248,Kristy Francis,Davis Group,us-central
DR-341898,Eric Wagner,"Edwards, Johnson and Holt",us-central
DR-145753,Crystal Love,Stanley-Boyer,us-central
DR-536805,Walter Greer,Nelson PLC,us-central
DR-490110,Matthew Lynch,Peterson-Burnett,us-central
DR-207148,Denise Glover MD,Torres PLC,us-west
DR-759717,Sergio Tyler,Jones Inc,us-west
DR-579787,Wayne Roberson,"Lester, Baldwin and Rodriguez",us-west
DR-906979,Tracy Schultz,"King, Dickson and Ray",us-west
DR-711655,Alyssa Banks,"Murphy, Thomas and White",us-central
DR-828925,Victoria Wright,Hahn-Olson,us-west
DR-992530,Ann Morris,"Howard, Sanchez and Fitzgerald",us-west
DR-456825,Angel Harris,Mullins Inc,us-west
DR-687921,Jessica Davis,Collins LLC,us-west
DR-964272,Edward Nichols,Ware Group,us-central
DR-610147,Darren Aguirre,"Smith, Baldwin and Callahan",us-central
DR-238851,David Williams,Gould-Holmes,us-central
DR-109331,Pamela Cardenas,Sharp-Phillips,us-west
DR-178196,Cheryl Barnes,Howell-Dalton,us-west
DR-104298,John Griffin,Jackson LLC,us-central
DR-983403,Sheena Lynch,Welch PLC,us-central
DR-857893,Brittany Anderson,Burgess and Sons,us-central
DR-647066,Robert Garcia,"Bentley, Lane and Palmer",us-central
DR-219545,Gregory Jones,"Lucas, Valencia and Phillips",us-west
DR-226446,Brianna Orr,"Stevenson, Rivers and Landry",us-central
DR-426342,Christopher Norman,"Ewing, Duncan and Powell",us-central
DR-997709,Dana Stone,"Miller, Oconnor and Williams",us-central
DR-793638,Jason Jimenez,Randall-Hines,us-west
DR-932610,Casey Perry,Moran-Parker,us-west
DR-959172,Mr. Taylor Olson,Anderson LLC,us-west
DR-877958,Melissa Ali,Andrews and Sons,us-central
DR-712511,Katherine Byrd,Smith-Goodman,us-central
DR-935858,Cynthia Nixon,"Curry, Sandoval and Wheeler",us-central
DR-379536,John Luna,"Frank, Franklin and Watts",us-central
DR-748981,Maria Mason,"Jones, Wheeler and Schmidt",us-central
DR-761401,Victoria Haynes,"Horn, Hahn and Daugherty",us-central
DR-293352,Erin Collins,"Powell, Gregory and Dixon",us-west
DR-727677,Russell Davis,Fernandez and Sons,us-west
DR-638718,Amber Sanchez,Graham Group,us-central
DR-669073,David Cabrera,"Duarte, Schroeder and Morales",us-central
DR-929473,Jessica Powell,Whitney-Ross,us-central
DR-671080,Jacob Jenkins,Anthony and Sons,us-west
DR-727137,Garrett Holt,"Robinson, Cross and Robles",us-west
DR-981398,Jay Moreno,Carpenter Ltd,us-central
DR-562080,Kevin Alexander,"Erickson, Richards and Morrison",us-west
DR-756121,Philip Mack,Vasquez PLC,us-central
DR-823238,Stacy Molina,"Morales, Brooks and Wood",us-west
DR-406969,Kristin Brown,Henderson-Kirk,us-west
DR-474355,Monica Velasquez,Huff-Collins,us-west
DR-469963,Harold Myers,Hernandez-Anderson,us-central
DR-247040,Matthew Aguirre,Bailey-Rhodes,us-central
DR-273730,Laura Lawson,Stanley Inc,us-central
DR-588163,Christina Boyd,Carroll Group,us-west
DR-204906,Jason Briggs,Thomas Group,us-west
DR-497999,Angela Reid,Hughes-Thomas,us-west
DR-528670,Tammy Silva,Moore Ltd,us-central
DR-771345,Zachary Wyatt,"Singh, Callahan and Jones",us-central
DR-433285,Robert Moore,Soto Inc,us-west
DR-130374,Angela Smith,"Smith, Hobbs and Bailey",us-west
DR-918282,Steve Jones,White-Miller,us-central
DR-399480,Amanda Garcia,Chavez-Martinez,us-west
DR-416735,Mr. Bradley Vazquez,Davis Inc,us-west
DR-436050,Judy Jackson,"Anderson, Fitzpatrick and Blankenship",us-west
DR-366961,Kim Burnett,Jackson-Lambert,us-west
DR-738425,Dr. Mark Ramirez,"Smith, Hardy and Bender",us-west
DR-889403,Robert Blake,Williams-Smith,us-central
DR-983140,Jonathan Mcknight,Rodriguez-Rojas,us-west
DR-173257,David Richardson,"Hampton, Williams and Downs",us-central
DR-177063,Shannon Deleon,Castro Group,us-west
DR-533402,Janice Gonzalez,"Smith, Wang and Smith",us-west
DR-693519,Nicole Lewis,Bailey Inc,us-central
DR-194171,Jonathan Martinez,Whitaker-Snow,us-west
DR-464071,Cristian Mendez,Ford-Santos,us-west
DR-744501,Michelle Sanford,Lopez-Horne,us-central
DR-384048,Kathryn Freeman,Fleming-Carrillo,us-west
DR-971849,Bryan Reed,Green Ltd,us-central
DR-589589,Lisa Wang MD,Estrada and Sons,us-west
DR-806186,Anna Ford,"Marsh, Dillon and Patrick",us-central
DR-843750,Elizabeth Blair,Burns Ltd,us-west
DR-947332,Kathryn Dominguez,Pollard-Savage,us-west
DR-644141,Daniel Patterson,"Bowen, Macias and Smith",us-west
DR-584917,Joann Li,"Cooper, Cohen and Nolan",us-central
DR-779540,James Frederick,Reed-Washington,us-central
DR-194845,Javier Foster,"Taylor, Chen and Parker",us-west
DR-755366,Richard Ford,Jones Inc,us-west
DR-467966,Vanessa Martinez,Calhoun Ltd,us-central
DR-789378,Erin Conner,"Terry, Gonzales and Medina",us-central
DR-589005,Sandra Smith,Little Ltd,us-west
DR-594588,James Noble,"Bowen, Diaz and Brown",us-west
DR-274443,Linda Davis,Middleton-Martin,us-central
DR-914508,Juan Sherman,"Mcfarland, Garcia and Barnett",us-central
DR-728530,Anthony Smith,Calhoun and Sons,us-west
DR-646213,Dr. Stephanie Edwards,Valentine PLC,us-west
DR-820308,Andrew Browning,Tapia-Donaldson,us-central
DR-322114,Mr. Jared Rios,Gray-Robinson,us-west
DR-228624,Sarah Garcia,"Smith, Gould and Norman",us-central
DR-887192,Jenna Walker,Warren-Gates,us-west
DR-697169,Faith Valdez,"Ramsey, Sharp and Hall",us-central
DR-497841,Michael Montgomery,Leonard Group,us-central
DR-922817,Amy Dixon,Cruz Group,us-west
DR-480081,Mary Day,"Wood, Pratt and Butler",us-west
DR-330897,Amber Wood,"Henderson, Martinez and Costa",us-central
DR-579010,Kathleen Greene,Hartman Ltd,us-west
DR-399656,Jennifer Wallace,"Melendez, Cline and Ford",us-central
DR-173530,Johnathan Brown,Miller LLC,us-west
DR-358755,Ronnie Anderson,Herrera PLC,us-central
DR-137574,David Perkins,Barron-Kidd,us-west
DR-618686,Shannon Smith,Rodriguez-Chambers,us-central
DR-871947,Morgan Petersen,"Cherry, Walton and Anderson",us-west
DR-120793,Heidi Martin,Graham Inc,us-central
DR-709715,Paul Nelson,Weber and Sons,us-central
DR-171954,Lisa Alvarado,Black LLC,us-west
DR-225778,Danny Schultz,Burton-Calhoun,us-central
DR-846516,Michael Cardenas,"Phillips, Reynolds and Payne",us-central
DR-629056,Bonnie Hatfield,Shah-Fritz,us-west
DR-854794,David Johnson,Moore-Phillips,us-west
DR-148351,Courtney Fisher,Hall and Sons,us-central
DR-821139,Tyler Morrison,Snyder LLC,us-west
DR-477052,Mr. James Lee,"Silva, Howard and Black",us-west
DR-581705,Robert Jones MD,Hines-Vaughn,us-central
DR-892444,Dillon Becker,"Gardner, Perkins and Carter",us-central
DR-127947,Nicole Cox,Suarez-Scott,us-central
DR-317457,Robert Martin,Terry-Reed,us-west
DR-422759,Shannon Campbell,"Cunningham, Zimmerman and Bailey",us-central
DR-560534,Henry Warren,"Juarez, Hodges and Richmond",us-central
DR-239253,Lisa Dalton,"Carroll, Gould and Lee",us-central
DR-732128,Katherine Henson,"Nunez, Coffey and Barajas",us-central
DR-963594,Juan Paul,Lucas-Stokes,us-west
DR-518289,Derrick Woods,Sullivan-Brown,us-west
DR-915995,Keith Berry,"Horton, Gonzalez and Short",us-central
DR-449169,William Johnson,"Reed, Little and Pitts",us-central
DR-887060,Edwin Howard,Copeland-Jenkins,us-central
DR-301058,Jacqueline Zuniga,"Garrison, Murray and Gonzales",us-central
DR-980396,Stephen Johnson,Davis PLC,us-west
DR-224664,Jenna Wade,Williams LLC,us-central
DR-459743,Jim Norton,"Harris, Wagner and Ortiz",us-west
DR-972666,Kenneth Dennis,Mccall-Fitzpatrick,us-central
DR-912962,Suzanne Elliott,Gutierrez Group,us-central
DR-149947,Daniel Prince,"Lester, Eaton and Murphy",us-west
DR-962497,Erica West,Becker Ltd,us-west
DR-769068,Ian West,Garcia-Clements,us-west
DR-559435,Ashley Mason,Coleman Inc,us-central
DR-185010,Lisa Johnson,Mccoy PLC,us-west
DR-509171,Brett Wade,Lyons Inc,us-west
DR-240537,Sarah Ray,Arnold-Patrick,us-west
DR-995118,Justin Fischer,"Walters, Alvarez and Guerrero",us-central
DR-510455,Ryan Stokes,"Williams, Brown and Lozano",us-west
DR-993061,Andrea Ross,Preston Ltd,us-central
